1A,Sov Mil Order of Malta,246,EU,15,28,41.90,-12.43,-1.0,1A;
UA2,Kaliningrad,126,EU,15,29,54.72,-20.52,-3.0,R2F R2K RA2 RC2F RC2K RD2F RD2K RF2F RF2K RG2F RG2K RI2F RI2K RJ2F RJ2K RK2F RK2K RL2F RL2K RM2F RM2K RN2F RN2K RO2F RO2K RP2F RP2K RQ2F RQ2K RR2F RR2K RT2F RT2K RU2F RU2K RV2F RV2K RW2F RW2K RX2F RX2K RY2F RY2K RZ2F RZ2K U2F U2K UA2 UB2 UC2 UD2 UF2 UG2 UH2 UI2 =R2MWO =R900BL/2 =UE2AT =UE2BF =UE2GC =UE2IT =UE2MW =UE2SK;
UA9,Asiatic Russia,15,AS,17,30,55.88,-84.08,-7.0,R0 R8(17)[30] R9 RA0 RA8(17)[30] RA9 RB0 RB8(17)[30] RB9 RC0 RC8(17)[30] RC9 RD0 RD8(17)[30] RD9 RE0 RE8(17)[30] RE9 RF0 RF8(17)[30] RF9 RG0 RG8(17)[30] RG9 RH0 RH8(17)[30] RH9 RI0 RI8(17)[30] RI9 RJ0 RJ8(17)[30] RJ9 RK0 RK8(17)[30] RK9 RL0 RL8(17)[30] RL9 RM0 RM8(17)[30] RM9 RN0 RN8(17)[30] RN9 RO0 RO8(17)[30] RO9 RP0 RP8(17)[30] RP9 RQ0 RQ8(17)[30] RQ9 RR0 RR8(17)[30] RR9 RS0 RS8(17)[30] RS9 RT0 RT8(17)[30] RT9 RU0 RU8(17)[30] RU9 RV0 RV8(17)[30] RV9 RW0 RW8(17)[30] RW9 RX0 RX8(17)[30] RX9 RY0 RY8(17)[30] RY9 RZ0 RZ8(17)[30] RZ9 U0 U8(17)[30] U9 UA0 UA8(17)[30] UA9 UB0 UB8(17)[30] UB9 UC0 UC8(17)[30] UC9 UD0 UD8(17)[30] UD9 UE0 UE8(17)[30] UE9 UF0 UF8(17)[30] UF9 UG0 UG8(17)[30] UG9 UH0 UH8(17)[30] UH9 UI0 UI8(17)[30] UI9 R0T(18)[32] R8H(18)[31] R8I(18)[31] R8O(18)[31] R8P(18)[31] R8S(16)[30] R8T(16)[30] R8U(18)[31] R8V(18)[31] R8W(16)[30] R8Y(18)[31] R8Z(18)[31] R9I(18)[31] R9M(17)[30] R9P(18)[31] R9S(16) R9T(16) R9V(18)[31] R9W(16) RA0T(18)[32] RA8H(18)[31] RA8I(18)[31] RA8O(18)[31] RA8P(18)[31] RA8S(16)[30] RA8T(16)[30] RA8U(18)[31] RA8V(18)[31] RA8W(16)[30] RA8Y(18)[31] RA8Z(18)[31] RA9I(18)[31] RA9M(17)[30] RA9P(18)[31] RA9S(16) RA9T(16) RA9V(18)[31] RA9W(16) RC0T(18)[32] RC8H(18)[31] RC8I(18)[31] RC8O(18)[31] RC8P(18)[31] RC8S(16)[30] RC8T(16)[30] RC8U(18)[31] RC8V(18)[31] RC8W(16)[30] RC8Y(18)[31] RC8Z(18)[31] RC9I(18)[31] RC9M(17)[30] RC9P(18)[31] RC9S(16) RC9T(16) RC9V(18)[31] RC9W(16) RD0T(18)[32] RD8H(18)[31] RD8I(18)[31] RD8O(18)[31] RD8P(18)[31] RD8S(16)[30] RD8T(16)[30] RD8U(18)[31] RD8V(18)[31] RD8W(16)[30] RD8Y(18)[31] RD8Z(18)[31] RD9I(18)[31] RD9M(17)[30] RD9P(18)[31] RD9S(16) RD9T(16) RD9V(18)[31] RD9W(16) RF0T(18)[32] RF8H(18)[31] RF8I(18)[31] RF8O(18)[31] RF8P(18)[31] RF8S(16)[30] RF8T(16)[30] RF8U(18)[31] RF8V(18)[31] RF8W(16)[30] RF8Y(18)[31] RF8Z(18)[31] RF9I(18)[31] RF9M(17)[30] RF9P(18)[31] RF9S(16) RF9T(16) RF9V(18)[31] RF9W(16) RG0T(18)[32] RG8H(18)[31] RG8I(18)[31] RG8O(18)[31] RG8P(18)[31] RG8S(16)[30] RG8T(16)[30] RG8U(18)[31] RG8V(18)[31] RG8W(16)[30] RG8Y(18)[31] RG8Z(18)[31] RG9I(18)[31] RG9M(17)[30] RG9P(18)[31] RG9S(16) RG9T(16) RG9V(18)[31] RG9W(16) RI0T(18)[32] RI8H(18)[31] RI8I(18)[31] RI8O(18)[31] RI8P(18)[31] RI8S(16)[30] RI8T(16)[30] RI8U(18)[31] RI8V(18)[31] RI8W(16)[30] RI8Y(18)[31] RI8Z(18)[31] RI9I(18)[31] RI9M(17)[30] RI9P(18)[31] RI9S(16) RI9T(16) RI9V(18)[31] RI9W(16) RJ0T(18)[32] RJ8H(18)[31] RJ8I(18)[31] RJ8O(18)[31] RJ8P(18)[31] RJ8S(16)[30] RJ8T(16)[30] RJ8U(18)[31] RJ8V(18)[31] RJ8W(16)[30] RJ8Y(18)[31] RJ8Z(18)[31] RJ9I(18)[31] RJ9M(17)[30] RJ9P(18)[31] RJ9S(16) RJ9T(16) RJ9V(18)[31] RJ9W(16) RK0T(18)[32] RK8H(18)[31] RK8I(18)[31] RK8O(18)[31] RK8P(18)[31] RK8S(16)[30] RK8T(16)[30] RK8U(18)[31] RK8V(18)[31] RK8W(16)[30] RK8Y(18)[31] RK8Z(18)[31] RK9I(18)[31] RK9M(17)[30] RK9P(18)[31] RK9S(16) RK9T(16) RK9V(18)[31] RK9W(16) RL0T(18)[32] RL8H(18)[31] RL8I(18)[31] RL8O(18)[31] RL8P(18)[31] RL8S(16)[30] RL8T(16)[30] RL8U(18)[31] RL8V(18)[31] RL8W(16)[30] RL8Y(18)[31] RL8Z(18)[31] RL9I(18)[31] RL9M(17)[30] RL9P(18)[31] RL9S(16) RL9T(16) RL9V(18)[31] RL9W(16) RM0T(18)[32] RM8H(18)[31] RM8I(18)[31] RM8O(18)[31] RM8P(18)[31] RM8S(16)[30] RM8T(16)[30] RM8U(18)[31] RM8V(18)[31] RM8W(16)[30] RM8Y(18)[31] RM8Z(18)[31] RM9I(18)[31] RM9M(17)[30] RM9P(18)[31] RM9S(16) RM9T(16) RM9V(18)[31] RM9W(16) RN0T(18)[32] RN8H(18)[31] RN8I(18)[31] RN8O(18)[31] RN8P(18)[31] RN8S(16)[30] RN8T(16)[30] RN8U(18)[31] RN8V(18)[31] RN8W(16)[30] RN8Y(18)[31] RN8Z(18)[31] RN9I(18)[31] RN9M(17)[30] RN9P(18)[31] RN9S(16) RN9T(16) RN9V(18)[31] RN9W(16) RO0T(18)[32] RO8H(18)[31] RO8I(18)[31] RO8O(18)[31] RO8P(18)[31] RO8S(16)[30] RO8T(16)[30] RO8U(18)[31] RO8V(18)[31] RO8W(16)[30] RO8Y(18)[31] RO8Z(18)[31] RO9I(18)[31] RO9M(17)[30] RO9P(18)[31] RO9S(16) RO9T(16) RO9V(18)[31] RO9W(16) RP0T(18)[32] RP8H(18)[31] RP8I(18)[31] RP8O(18)[31] RP8P(18)[31] RP8S(16)[30] RP8T(16)[30] RP8U(18)[31] RP8V(18)[31] RP8W(16)[30] RP8Y(18)[31] RP8Z(18)[31] RP9I(18)[31] RP9M(17)[30] RP9P(18)[31] RP9S(16) RP9T(16) RP9V(18)[31] RP9W(16) RQ0T(18)[32] RQ8H(18)[31] RQ8I(18)[31] RQ8O(18)[31] RQ8P(18)[31] RQ8S(16)[30] RQ8T(16)[30] RQ8U(18)[31] RQ8V(18)[31] RQ8W(16)[30] RQ8Y(18)[31] RQ8Z(18)[31] RQ9I(18)[31] RQ9M(17)[30] RQ9P(18)[31] RQ9S(16) RQ9T(16) RQ9V(18)[31] RQ9W(16) RR0T(18)[32] RR8H(18)[31] RR8I(18)[31] RR8O(18)[31] RR8P(18)[31] RR8S(16)[30] RR8T(16)[30] RR8U(18)[31] RR8V(18)[31] RR8W(16)[30] RR8Y(18)[31] RR8Z(18)[31] RR9I(18)[31] RR9M(17)[30] RR9P(18)[31] RR9S(16) RR9T(16) RR9V(18)[31] RR9W(16) RT0T(18)[32] RT8H(18)[31] RT8I(18)[31] RT8O(18)[31] RT8P(18)[31] RT8S(16)[30] RT8T(16)[30] RT8U(18)[31] RT8V(18)[31] RT8W(16)[30] RT8Y(18)[31] RT8Z(18)[31] RT9I(18)[31] RT9M(17)[30] RT9P(18)[31] RT9S(16) RT9T(16) RT9V(18)[31] RT9W(16) RU0T(18)[32] RU8H(18)[31] RU8I(18)[31] RU8O(18)[31] RU8P(18)[31] RU8S(16)[30] RU8T(16)[30] RU8U(18)[31] RU8V(18)[31] RU8W(16)[30] RU8Y(18)[31] RU8Z(18)[31] RU9I(18)[31] RU9M(17)[30] RU9P(18)[31] RU9S(16) RU9T(16) RU9V(18)[31] RU9W(16) RV0T(18)[32] RV8H(18)[31] RV8I(18)[31] RV8O(18)[31] RV8P(18)[31] RV8S(16)[30] RV8T(16)[30] RV8U(18)[31] RV8V(18)[31] RV8W(16)[30] RV8Y(18)[31] RV8Z(18)[31] RV9I(18)[31] RV9M(17)[30] RV9P(18)[31] RV9S(16) RV9T(16) RV9V(18)[31] RV9W(16) RW0T(18)[32] RW8H(18)[31] RW8I(18)[31] RW8O(18)[31] RW8P(18)[31] RW8S(16)[30] RW8T(16)[30] RW8U(18)[31] RW8V(18)[31] RW8W(16)[30] RW8Y(18)[31] RW8Z(18)[31] RW9I(18)[31] RW9M(17)[30] RW9P(18)[31] RW9S(16) RW9T(16) RW9V(18)[31] RW9W(16) RX0T(18)[32] RX8H(18)[31] RX8I(18)[31] RX8O(18)[31] RX8P(18)[31] RX8S(16)[30] RX8T(16)[30] RX8U(18)[31] RX8V(18)[31] RX8W(16)[30] RX8Y(18)[31] RX8Z(18)[31] RX9I(18)[31] RX9M(17)[30] RX9P(18)[31] RX9S(16) RX9T(16) RX9V(18)[31] RX9W(16) RY0T(18)[32] RY8H(18)[31] RY8I(18)[31] RY8O(18)[31] RY8P(18)[31] RY8S(16)[30] RY8T(16)[30] RY8U(18)[31] RY8V(18)[31] RY8W(16)[30] RY8Y(18)[31] RY8Z(18)[31] RY9I(18)[31] RY9M(17)[30] RY9P(18)[31] RY9S(16) RY9T(16) RY9V(18)[31] RY9W(16) RZ0T(18)[32] RZ8H(18)[31] RZ8I(18)[31] RZ8O(18)[31] RZ8P(18)[31] RZ8S(16)[30] RZ8T(16)[30] RZ8U(18)[31] RZ8V(18)[31] RZ8W(16)[30] RZ8Y(18)[31] RZ8Z(18)[31] RZ9I(18)[31] RZ9M(17)[30] RZ9P(18)[31] RZ9S(16) RZ9T(16) RZ9V(18)[31] RZ9W(16) U0T(18)[32] U8H(18)[31] U8I(18)[31] U8O(18)[31] U8P(18)[31] U8S(16)[30] U8T(16)[30] U8U(18)[31] U8V(18)[31] U8W(16)[30] U8Y(18)[31] U8Z(18)[31] U9I(18)[31] U9M(17)[30] U9P(18)[31] U9S(16) U9T(16) U9V(18)[31] U9W(16) UA0T(18)[32] UA8H(18)[31] UA8I(18)[31] UA8O(18)[31] UA8P(18)[31] UA8S(16)[30] UA8T(16)[30] UA8U(18)[31] UA8V(18)[31] UA8W(16)[30] UA8Y(18)[31] UA8Z(18)[31] UA9I(18)[31] UA9M(17)[30] UA9P(18)[31] UA9S(16) UA9T(16) UA9V(18)[31] UA9W(16) UB0T(18)[32] UB8H(18)[31] UB8I(18)[31] UB8O(18)[31] UB8P(18)[31] UB8S(16)[30] UB8T(16)[30] UB8U(18)[31] UB8V(18)[31] UB8W(16)[30] UB8Y(18)[31] UB8Z(18)[31] UB9I(18)[31] UB9M(17)[30] UB9P(18)[31] UB9S(16) UB9T(16) UB9V(18)[31] UB9W(16) UC0T(18)[32] UC8H(18)[31] UC8I(18)[31] UC8O(18)[31] UC8P(18)[31] UC8S(16)[30] UC8T(16)[30] UC8U(18)[31] UC8V(18)[31] UC8W(16)[30] UC8Y(18)[31] UC8Z(18)[31] UC9I(18)[31] UC9M(17)[30] UC9P(18)[31] UC9S(16) UC9T(16) UC9V(18)[31] UC9W(16) UD0T(18)[32] UD8H(18)[31] UD8I(18)[31] UD8O(18)[31] UD8P(18)[31] UD8S(16)[30] UD8T(16)[30] UD8U(18)[31] UD8V(18)[31] UD8W(16)[30] UD8Y(18)[31] UD8Z(18)[31] UD9I(18)[31] UD9M(17)[30] UD9P(18)[31] UD9S(16) UD9T(16) UD9V(18)[31] UD9W(16) UE0T(18)[32] UE8H(18)[31] UE8I(18)[31] UE8O(18)[31] UE8P(18)[31] UE8S(16)[30] UE8T(16)[30] UE8U(18)[31] UE8V(18)[31] UE8W(16)[30] UE8Y(18)[31] UE8Z(18)[31] UE9I(18)[31] UE9M(17)[30] UE9P(18)[31] UE9S(16) UE9T(16) UE9V(18)[31] UE9W(16) UF0T(18)[32] UF8H(18)[31] UF8I(18)[31] UF8O(18)[31] UF8P(18)[31] UF8S(16)[30] UF8T(16)[30] UF8U(18)[31] UF8V(18)[31] UF8W(16)[30] UF8Y(18)[31] UF8Z(18)[31] UF9I(18)[31] UF9M(17)[30] UF9P(18)[31] UF9S(16) UF9T(16) UF9V(18)[31] UF9W(16) UG0T(18)[32] UG8H(18)[31] UG8I(18)[31] UG8O(18)[31] UG8P(18)[31] UG8S(16)[30] UG8T(16)[30] UG8U(18)[31] UG8V(18)[31] UG8W(16)[30] UG8Y(18)[31] UG8Z(18)[31] UG9I(18)[31] UG9M(17)[30] UG9P(18)[31] UG9S(16) UG9T(16) UG9V(18)[31] UG9W(16) UH0T(18)[32] UH8H(18)[31] UH8I(18)[31] UH8O(18)[31] UH8P(18)[31] UH8S(16)[30] UH8T(16)[30] UH8U(18)[31] UH8V(18)[31] UH8W(16)[30] UH8Y(18)[31] UH8Z(18)[31] UH9I(18)[31] UH9M(17)[30] UH9P(18)[31] UH9S(16) UH9T(16) UH9V(18)[31] UH9W(16) UI0T(18)[32] UI8H(18)[31] UI8I(18)[31] UI8O(18)[31] UI8P(18)[31] UI8S(16)[30] UI8T(16)[30] UI8U(18)[31] UI8V(18)[31] UI8W(16)[30] UI8Y(18)[31] UI8Z(18)[31] UI9I(18)[31] UI9M(17)[30] UI9P(18)[31] UI9S(16) UI9T(16) UI9V(18)[31] UI9W(16) =RA77VV(18)[32] =RN9O/8(17)[30] =RT77VV(18)[31] =RV3DSA/0(19)[34] =UA9UAX/9(18)[31];
UK,Uzbekistan,292,AS,17,30,41.40,-63.97,-5.0,UJ UK UL UM;
UN,Kazakhstan,130,AS,17,30,48.17,-65.18,-5.0,UN UO UP UQ UN0F[31] UN0G[31] UN0J[31] UN0Q[31] UN1F[31] UN1G[31] UN1J[31] UN1Q[31] UN2F[31] UN2G[31] UN2J[31] UN2Q[31] UN3F[31] UN3G[31] UN3J[31] UN3Q[31] UN4F[31] UN4G[31] UN4J[31] UN4Q[31] UN5F[31] UN5G[31] UN5J[31] UN5Q[31] UN6F[31] UN6G[31] UN6J[31] UN6Q[31] UN7F[31] UN7G[31] UN7J[31] UN7Q[31] UN8F[31] UN8G[31] UN8J[31] UN8Q[31] UN9F[31] UN9G[31] UN9J[31] UN9Q[31] UO0F[31] UO0G[31] UO0J[31] UO0Q[31] UO1F[31] UO1G[31] UO1J[31] UO1Q[31] UO2F[31] UO2G[31] UO2J[31] UO2Q[31] UO3F[31] UO3G[31] UO3J[31] UO3Q[31] UO4F[31] UO4G[31] UO4J[31] UO4Q[31] UO5F[31] UO5G[31] UO5J[31] UO5Q[31] UO6F[31] UO6G[31] UO6J[31] UO6Q[31] UO7F[31] UO7G[31] UO7J[31] UO7Q[31] UO8F[31] UO8G[31] UO8J[31] UO8Q[31] UO9F[31] UO9G[31] UO9J[31] UO9Q[31] UP0F[31] UP0G[31] UP0J[31] UP0Q[31] UP1F[31] UP1G[31] UP1J[31] UP1Q[31] UP2F[31] UP2G[31] UP2J[31] UP2Q[31] UP3F[31] UP3G[31] UP3J[31] UP3Q[31] UP4F[31] UP4G[31] UP4J[31] UP4Q[31] UP5F[31] UP5G[31] UP5J[31] UP5Q[31] UP6F[31] UP6G[31] UP6J[31] UP6Q[31] UP7F[31] UP7G[31] UP7J[31] UP7Q[31] UP8F[31] UP8G[31] UP8J[31] UP8Q[31] UP9F[31] UP9G[31] UP9J[31] UP9Q[31] UQ0F[31] UQ0G[31] UQ0J[31] UQ0Q[31] UQ1F[31] UQ1G[31] UQ1J[31] UQ1Q[31] UQ2F[31] UQ2G[31] UQ2J[31] UQ2Q[31] UQ3F[31] UQ3G[31] UQ3J[31] UQ3Q[31] UQ4F[31] UQ4G[31] UQ4J[31] UQ4Q[31] UQ5F[31] UQ5G[31] UQ5J[31] UQ5Q[31] UQ6F[31] UQ6G[31] UQ6J[31] UQ6Q[31] UQ7F[31] UQ7G[31] UQ7J[31] UQ7Q[31] UQ8F[31] UQ8G[31] UQ8J[31] UQ8Q[31] UQ9F[31] UQ9G[31] UQ9J[31] UQ9Q[31];
UR,Ukraine,288,EU,16,29,50.00,-30.00,-2.0,EM EN EO U5 UR US UT UU UV UW UX UY UZ =UT1KY/WAP;
V2,Antigua & Barbuda,94,NA,8,11,17.07,61.80,4.0,V2;
V3,Belize,66,NA,7,11,16.97,88.67,6.0,V3;
V4,St. Kitts & Nevis,249,NA,8,11,17.37,62.78,4.0,V4;
V5,Namibia,464,AF,38,57,-22.00,-17.00,-1.0,V5;
V6,Micronesia,173,OC,27,65,6.88,-158.20,-10.0,V6;
V7,Marshall Islands,168,OC,31,65,9.08,-167.33,-12.0,V7;
V8,Brunei Darussalam,345,OC,28,54,4.50,-114.60,-8.0,V8;
VE,Canada,1,NA,5,9,44.35,78.75,5.0,CF CG CJ CK VA VB VC VE VG VX XL XM CF2[4] CG2[4] CH1 CH2(2) CI0(2)[4] CI1(1)[2] CI2 CJ2[4] CK2[4] CY1 CY2(2) CZ0(2)[4] CZ1(1)[2] CZ2 VA2[4] VB2[4] VC2[4] VD1 VD2(2) VE2[4] VF0(2)[4] VF1(1)[2] VF2 VG2[4] VO1 VO2(2) VX2[4] VY0(2)[4] VY1(1)[2] VY2 XJ1 XJ2(2) XK0(2)[4] XK1(1)[2] XK2 XL2[4] XM2[4] XN1 XN2(2) XO0(2)[4] XO1(1)[2] XO2 =VER20150304 =VA2PL(2)[4] =VE2CSI(2)[4] =VE2EKA(2)[4] =VE2ENB(2)[4] =VE2EW(2)[4] =VE2FK[9] =VE2GSO(2)[4] =VE2IM(2)[4] =VY0PW(4)[3];
VK,Australia,150,OC,30,59,-23.70,-132.33,-10.0,AX VH VI VJ VK VL VM VN VZ AX4[55] VH4[55] VI4[55] VJ4[55] VK4[55] VL4[55] VM4[55] VN4[55] VZ4[55];
VK0H,Heard Island,111,AF,39,68,-53.08,-73.50,-5.0,=VK0IR;
VK0M,Macquarie Island,153,OC,30,60,-54.60,-158.88,-10.0,=AX/VK0TH;
VK9C,Cocos (Keeling) Islands,38,OC,29,54,-12.15,-96.82,-6.5,AX9C AX9Y VH9C VH9Y VI9C VI9Y VJ9C VJ9Y VK9C VK9Y VL9C VL9Y VM9C VM9Y VN9C VN9Y VZ9C VZ9Y;
VK9L,Lord Howe Island,147,OC,30,60,-31.55,-159.08,-10.5,AX9L VH9L VI9L VJ9L VK9L VL9L VM9L VN9L VZ9L;
VK9M,Mellish Reef,171,OC,30,56,-17.40,-155.85,-10.0,AX9M VH9M VI9M VJ9M VK9M VL9M VM9M VN9M VZ9M;
VK9N,Norfolk Island,189,OC,32,60,-29.03,-167.93,-11.5,AX9 VH9 VI9 VJ9 VK9 VL9 VM9 VN9 VZ9;
VK9W,Willis Island,303,OC,30,55,-16.22,-150.02,-10.0,AX9W AX9Z VH9W VH9Z VI9W VI9Z VJ9W VJ9Z VK9W VK9Z VL9W VL9Z VM9W VM9Z VN9W VN9Z VZ9W VZ9Z;
VK9X,Christmas Island,35,OC,29,54,-10.48,-105.63,-7.0,AX9X VH9X VI9X VJ9X VK9X VL9X VM9X VN9X VZ9X;
VP2E,Anguilla,12,NA,8,11,18.23,63.00,4.0,VP2E;
VP2M,Montserrat,96,NA,8,11,16.75,62.18,4.0,VP2M;
VP2V,British Virgin Islands,65,NA,8,11,18.33,64.75,4.0,VP2V;
VP5,Turks & Caicos Islands,89,NA,8,11,21.77,71.75,5.0,VP5 VQ5;
VP6,Pitcairn Island,172,OC,32,63,-25.07,130.10,8.0,VP6;
VP6/d,Ducie Island,513,OC,32,63,-24.70,124.80,8.0,=VP6DX;
VP8,Falkland Islands,141,SA,13,16,-51.63,58.72,4.0,VP8;
VP8/g,South Georgia Island,235,SA,13,73,-54.48,37.08,2.0,=VP8DOZ =VP8SGK;
VP8/h,South Shetland Islands,241,SA,13,73,-62.08,58.67,4.0,CE9 XR9 =CV0A =HF0POL =RI1ANA =RI1ANF =RI1ANU =RI59ANT;
VP8/o,South Orkney Islands,238,SA,13,73,-60.60,45.55,3.0,=LU1ZA;
VP8/s,South Sandwich Islands,240,SA,13,73,-58.43,26.33,2.0,=VP8THU;
VP9,Bermuda,64,NA,5,11,32.32,64.73,4.0,VP9;
VQ9,Chagos Islands,33,AF,39,41,-7.32,-72.42,-6.0,VQ9;
VR,Hong Kong,321,AS,24,44,22.28,-114.18,-8.0,VR;
VU,India,324,AS,22,41,22.50,-77.58,-5.5,8T 8U 8V 8W 8X 8Y AT AU AV AW VT VU VV VW;
VU4,Andaman & Nicobar Is.,11,AS,26,49,12.37,-92.78,-5.5,VU4;
VU7,Lakshadweep Islands,142,AS,22,41,11.23,-72.78,-5.5,VU7;
XE,Mexico,50,NA,6,10,21.32,100.23,6.0,4A 4B 4C 6D 6E 6F 6G 6H 6I 6J XA XB XC XD XE XF XG XH XI;
XF4,Revillagigedo,204,NA,6,10,18.77,110.97,7.0,4A4 4B4 4C4 6D4 6E4 6F4 6G4 6H4 6I4 6J4 XA4 XB4 XC4 XD4 XE4 XF0 XF4 XG4 XH4 XI4;
XT,Burkina Faso,480,AF,35,46,12.00,2.00,0.0,XT;
XU,Cambodia,312,AS,26,49,12.93,-105.13,-7.0,XU;
XW,Laos,143,AS,26,49,18.20,-104.55,-7.0,XW;
XX9,Macao,152,AS,24,44,22.10,-113.50,-8.0,XX9;
XZ,Myanmar,309,AS,26,49,20.00,-96.37,-6.5,XY XZ;
YA,Afghanistan,3,AS,21,40,34.70,-65.80,-4.5,T6 YA;
YB,Indonesia,327,OC,28,51,-7.30,-109.88,-7.0,7A 7B 7C 7D 7E 7F 7G 7H 7I 8A 8B 8C 8D 8E 8F 8G 8H 8I JZ PK PL PM PN PO YB YC YD YE YF YG YH YB0[54] YB1[54] YB2[54] YB3[54] YB4[54] YB5[54] YB6[54] YB7[54] YB8[54] YC0[54] YC1[54] YC2[54] YC3[54] YC4[54] YC5[54] YC6[54] YC7[54] YC8[54] YD0[54] YD1[54] YD2[54] YD3[54] YD4[54] YD5[54] YD6[54] YD7[54] YD8[54] YE0[54] YE1[54] YE2[54] YE3[54] YE4[54] YE5[54] YE6[54] YE7[54] YE8[54] YF0[54] YF1[54] YF2[54] YF3[54] YF4[54] YF5[54] YF6[54] YF7[54] YF8[54] YG0[54] YG1[54] YG2[54] YG3[54] YG4[54] YG5[54] YG6[54] YG7[54] YG8[54] YH0[54] YH1[54] YH2[54] YH3[54] YH4[54] YH5[54] YH6[54] YH7[54] YH8[54];
YI,Iraq,333,AS,21,39,33.92,-42.78,-3.0,HN YI;
YJ,Vanuatu,158,OC,32,56,-17.67,-168.38,-11.0,YJ;
YK,Syria,384,AS,20,39,35.38,-38.20,-2.0,6C YK;
YL,Latvia,145,EU,15,29,57.03,-24.65,-2.0,YL;
YN,Nicaragua,86,NA,7,11,12.88,85.05,6.0,H6 H7 HT YN;
YO,Romania,275,EU,20,28,45.78,-24.70,-2.0,YO YP YQ YR;
YS,El Salvador,74,NA,7,11,14.00,89.00,6.0,HU YS;
YU,Serbia,296,EU,15,28,44.00,-21.00,-1.0,YT YU;
YV,Venezuela,148,SA,9,12,8.00,66.00,4.5,4M YV YW YX YY;
YV0,Aves Island,17,NA,8,11,15.67,63.60,4.0,4M0 YV0 YW0 YX0 YY0;
Z2,Zimbabwe,452,AF,38,53,-18.00,-31.00,-2.0,Z2;
Z3,Macedonia,502,EU,15,28,41.60,-21.65,-1.0,Z3;
*Z6,Kosovo,296,EU,15,28,42.67,-21.17,-1.0,Z6;
Z8,Republic of South Sudan,521,AF,34,48,4.85,-31.60,-3.0,Z8;
ZA,Albania,7,EU,15,28,41.00,-20.00,-1.0,ZA;
ZB,Gibraltar,233,EU,14,37,36.15,5.37,-1.0,ZB ZG;
ZC4,UK Base Areas on Cyprus,283,AS,20,39,35.32,-33.57,-2.0,ZC4;
ZD7,St. Helena,250,AF,36,66,-15.97,5.72,0.0,ZD7;
ZD8,Ascension Island,205,AF,36,66,-7.93,14.37,0.0,ZD8;
ZD9,Tristan da Cunha & Gough Islands,274,AF,38,66,-37.13,12.30,0.0,ZD9;
ZF,Cayman Islands,69,NA,8,11,19.32,81.22,5.0,ZF;
ZK3,Tokelau Islands,270,OC,31,62,-9.40,171.20,-13.0,ZK3;
ZL,New Zealand,170,OC,32,60,-41.83,-173.27,-12.0,ZK ZL ZL50 ZM;
ZL7,Chatham Islands,34,OC,32,60,-43.85,176.48,-12.75,ZL7 ZM7;
ZL8,Kermadec Islands,133,OC,32,60,-29.25,177.92,-12.0,ZL8 ZM8;
ZL9,Auckland & Campbell Is.,16,OC,32,60,-51.62,-167.62,-12.0,ZL9 ZM9;
ZP,Paraguay,132,SA,11,14,-25.27,57.67,4.0,ZP;
ZS,South Africa,462,AF,38,57,-29.07,-22.63,-2.0,H5 S4 S8 V9 ZR ZS ZT ZU;
ZS8,Pr. Edward & Marion Is.,201,AF,38,57,-46.88,-37.72,-3.0,ZR8 ZS8 ZT8 ZU8;
